"행정구역별","성별","연령별","경제활동상태별","시점","1인가구-계","본인의 직장 때문에","본인의 학업 때문에","본인의 독립 생활을 위하여","본인의 건강 때문에","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","가족과 사별","기타",
"동부","계","80~84","일하지 않았음","2020년","158114","542","","","4785","64743","87659","385",
"동부","계","85세 이상","합계","2020년","110886","","","","5311","42485","62726","364",
"동부","계","85세 이상","주로 일하였음","2020년","3157","","","","41","1578","1524","14",
"동부","계","85세 이상","틈틈이 일하였음","2020년","433","","","","6","206","221","",
"동부","계","85세 이상","일시 휴직","2020년","118","","","","6","50","62","",
"동부","계","85세 이상","일하지 않았음","2020년","107178","","","","5258","40651","60919","350",
"동부","남자","합계","합계","2020년","2629925","1134510","153073","814741","34201","287634","187500","18266",
"동부","남자","합계","주로 일하였음","2020년","1725218","977077","1353","517648","3788","146137","70932","8283",
"동부","남자","합계","틈틈이 일하였음","2020년","90166","30166","29721","19706","390","6765","3091","327",
"동부","남자","합계","일시 휴직","2020년","54227","22207","616","21438","572","5655","3089","650",
"동부","남자","합계","일하지 않았음","2020년","760314","105060","121383","255949","29451","129077","110388","9006",
"동부","남자","15~19","합계","2020년","27782","4608","22086","","","943","134","11",
"동부","남자","15~19","주로 일하였음","2020년","3294","2212","946","","","96","34","6",
"동부","남자","15~19","틈틈이 일하였음","2020년","3382","751","2427","","","183","21","",
"동부","남자","15~19","일시 휴직","2020년","145","54","91","","","","","",
"동부","남자","15~19","일하지 않았음","2020년","20961","1591","18622","","","664","79","5",
"동부","남자","20~24","합계","2020년","186078","51023","92008","31986","","8451","2235","375",
"동부","남자","20~24","주로 일하였음","2020년","50114","33952","14","13614","","1704","643","187",
"동부","남자","20~24","틈틈이 일하였음","2020년","29246","5918","18113","3465","","1297","431","22",
"동부","남자","20~24","일시 휴직","2020년","1997","740","313","731","","135","68","10",
"동부","남자","20~24","일하지 않았음","2020년","104721","10413","73568","14176","","5315","1093","156",
"동부","남자","25~29","합계","2020년","377922","231119","34917","91478","","14052","5007","1349",
"동부","남자","25~29","주로 일하였음","2020년","267213","192432","202","62255","","8158","3349","817",
"동부","남자","25~29","틈틈이 일하였음","2020년","24190","10019","8224","4524","","942","426","55",
"동부","남자","25~29","일시 휴직","2020년","6251","3675","186","1887","","328","121","54",
"동부","남자","25~29","일하지 않았음","2020년","80268","24993","26305","22812","","4624","1111","423",
"동부","남자","30~34","합계","2020년","341893","218672","3336","97528","808","14146","5618","1785",
"동부","남자","30~34","주로 일하였음","2020년","285733","193511","53","75865","264","10595","4249","1196",
"동부","남자","30~34","틈틈이 일하였음","2020년","10470","5951","843","2734","59","613","226","44",
"동부","남자","30~34","일시 휴직","2020년","6849","3750","19","2543","10","307","154","66",
"동부","남자","30~34","일하지 않았음","2020년","38841","15460","2421","16386","475","2631","989","479",
"동부","남자","35~39","합계","2020년","270189","149099","433","95770","1254","15072","7055","1506",
"동부","남자","35~39","주로 일하였음","2020년","228023","134260","69","75361","246","11882","5314","891",
"동부","남자","35~39","틈틈이 일하였음","2020년","4508","2119","62","1720","23","354","216","14",
"동부","남자","35~39","일시 휴직","2020년","7025","3193","2","2948","97","413","303","69",
"동부","남자","35~39","일하지 않았음","2020년","30633","9527","300","15741","888","2423","1222","532",
"동부","남자","40~44","합계","2020년","223989","114239","150","82980","2239","14400","8229","1752",
"동부","남자","40~44","주로 일하였음","2020년","184157","102665","23","63449","376","11130","5576","938",
"동부","남자","40~44","틈틈이 일하였음","2020년","3150","1268","25","1410","36","263","125","23",
"동부","남자","40~44","일시 휴직","2020년","6458","2695","","2807","76","454","343","83",
"동부","남자","40~44","일하지 않았음","2020년","30224","7611","102","15314","1751","2553","2185","708",
"동부","남자","45~49","합계","2020년","239658","112666","101","89296","3069","20278","11949","2299",
"동부","남자","45~49","주로 일하였음","2020년","190342","100610","22","64718","518","15429","7914","1131",
"동부","남자","45~49","틈틈이 일하였음","2020년","3523","1302","21","1426","43","378","343","10",
"동부","남자","45~49","일시 휴직","2020년","6647","2726","5","2777","40","609","399","91",
"동부","남자","45~49","일하지 않았음","2020년","39146","8028","53","20375","2468","3862","3293","1067",
"동부","남자","50~54","합계","2020년","231506","96296","31","86687","4352","27546","13791","2803",
"동부","남자","50~54","주로 일하였음","2020년","173970","86112","19","57900","656","20015","8216","1052",
"동부","남자","50~54","틈틈이 일하였음","2020년","2986","849","6","1358","59","416","216","82",
"동부","남자","50~54","일시 휴직","2020년","6184","2077","","2646","118","708","529","106",
"동부","남자","50~54","일하지 않았음","2020년","48366","7258","6","24783","3519","6407","4830","1563",
"동부","남자","55~59","합계","2020년","217066","74985","","81366","5568","35098","17362","2687",
"동부","남자","55~59","주로 일하였음","2020년","146963","66119","","47360","602","22704","9206","972",
"동부","남자","55~59","틈틈이 일하였음","2020년","2765","810","","1142","33","527","231","22",
"동부","남자","55~59","일시 휴직","2020년","5563","1549","","2519","125","931","350","89",
"동부","남자","55~59","일하지 않았음","2020년","61775","6507","","30345","4808","10936","7575","1604",
"동부","남자","60~64","합계","2020년","194122","49662","5","73109","5774","42022","22087","1463",
"동부","남자","60~64","주로 일하였음","2020년","107435","41107","5","33858","602","21497","9781","585",
"동부","남자","60~64","틈틈이 일하였음","2020년","2576","685","","958","58","643","204","28",
"동부","남자","60~64","일시 휴직","2020년","4064","1046","","1577","63","931","388","59",
"동부","남자","60~64","일하지 않았음","2020년","80047","6824","","36716","5051","18951","11714","791",
"동부","남자","65~69","합계","2020년","127458","20957","","46722","3975","33090","21624","1090",
"동부","남자","65~69","주로 일하였음","2020년","52027","16609","","15457","271","12329","7047","314",
"동부","남자","65~69","틈틈이 일하였음","2020년","1580","285","","517","62","474","224","18",
"동부","남자","65~69","일시 휴직","2020년","1851","474","","617","27","533","183","17",
"동부","남자","65~69","일하지 않았음","2020년","72000","3589","","30131","3615","19754","14170","741",
"동부","남자","70~74","합계","2020년","83427","7763","6","26624","2780","23100","22578","576",
"동부","남자","70~74","주로 일하였음","2020년","22291","5470","","6055","106","5854","4660","146",
"동부","남자","70~74","틈틈이 일하였음","2020년","963","126","","299","15","333","185","5",
"동부","남자","70~74","일시 휴직","2020년","826","173","","285","12","204","146","6",
"동부","남자","70~74","일하지 않았음","2020년","59347","1994","6","19985","2647","16709","17587","419",
"동부","남자","75~79","합계","2020년","54562","3078","","11195","1880","16845","21233","331",
"동부","남자","75~79","주로 일하였음","2020년","9264","1845","","1756","78","2617","2939","29",
"동부","남자","75~79","틈틈이 일하였음","2020년","573","77","","153","","197","142","4",
"동부","남자","75~79","일시 휴직","2020년","259","55","","101","4","36","63","",
"동부","남자","75~79","일하지 않았음","2020년","44466","1101","","9185","1798","13995","18089","298",
"동부","남자","80~84","합계","2020년","33732","343","","","1389","14709","17162","129",
"동부","남자","80~84","주로 일하였음","2020년","3379","173","","","57","1602","1533","14",
"동부","남자","80~84","틈틈이 일하였음","2020년","203","6","","","","115","82","",
"동부","남자","80~84","일시 휴직","2020년","78","","","","","53","25","",
"동부","남자","80~84","일하지 않았음","2020년","30072","164","","","1332","12939","15522","115",
"동부","남자","85세 이상","합계","2020년","20541","","","","1113","7882","11436","110",
"동부","남자","85세 이상","주로 일하였음","2020년","1013","","","","12","525","471","5",
"동부","남자","85세 이상","틈틈이 일하였음","2020년","51","","","","2","30","19","",
"동부","남자","85세 이상","일시 휴직","2020년","30","","","","","13","17","",
"동부","남자","85세 이상","일하지 않았음","2020년","19447","","","","1099","7314","10929","105",
"동부","여자","합계","합계","2020년","2670924","729873","134724","689242","35940","570865","498154","12126",
"동부","여자","합계","주로 일하였음","2020년","1286340","591279","1942","381608","3227","197121","107112","4051",
"동부","여자","합계","틈틈이 일하였음","2020년","122082","34145","34283","28301","368","16557","8086","342",
"동부","여자","합계","일시 휴직","2020년","49942","18217","571","19923","409","7222","3268","332",
"동부","여자","합계","일하지 않았음","2020년","1212560","86232","97928","259410","31936","349965","379688","7401",
"동부","여자","15~19","합계","2020년","33421","4674","27426","","","1103","201","17",
"동부","여자","15~19","주로 일하였음","2020년","3948","2352","1492","","","67","26","11",
"동부","여자","15~19","틈틈이 일하였음","2020년","6215","677","5315","","","194","29","",
"동부","여자","15~19","일시 휴직","2020년","235","100","132","","","","3","",
"동부","여자","15~19","일하지 않았음","2020년","23023","1545","20487","","","842","143","6",
"동부","여자","20~24","합계","2020년","248837","95713","94144","46212","","9976","2429","363",
"동부","여자","20~24","주로 일하였음","2020년","91740","66089","118","21645","","2927","732","229",
"동부","여자","20~24","틈틈이 일하였음","2020년","46274","12039","25413","6330","","1845","626","21",
"동부","여자","20~24","일시 휴직","2020년","2977","1564","331","907","","151","22","2",
"동부","여자","20~24","일하지 않았음","2020년","107846","16021","68282","17330","","5053","1049","111",
"동부","여자","25~29","합계","2020년","315132","204754","10780","83153","","12323","3309","813",
"동부","여자","25~29","주로 일하였음","2020년","241449","172075","190","58691","","7798","2210","485",
