"행정구역별(시군구)","성별","연령별","시점","전국","서울","부산","대구","인천","광주","대전","울산","세종시","경기도","강원도","충청북도","충청남도","전라북도","전라남도","경상북도","경상남도","제주특별자치도","기타",
"경상북도","여자","40~44세","2020 년","6563","45","37","163","15","5","18","35","X","58","16","16","22","8","7","5992","73","6","45",
"경상북도","여자","40~44세","2021 년","7278","73","54","222","13","X","12","53","X","68","25","20","9","X","7","6633","56","8","13",
"경상북도","여자","45~49세","2020 년","8734","55","43","208","18","X","10","53","X","68","23","27","8","9","15","8034","62","7","86",
"경상북도","여자","45~49세","2021 년","9109","42","52","228","17","6","12","51","X","77","27","21","14","6","12","8436","74","8","23",
"경상북도","여자","50~54세","2020 년","11493","58","50","289","18","5","14","80","X","80","28","29","17","9","9","10581","77","9","136",
"경상북도","여자","50~54세","2021 년","12368","77","67","321","24","5","12","93","5","93","20","29","22","13","X","11492","61","5","26",
"경상북도","여자","55~59세","2020 년","15329","55","64","297","30","X","22","79","X","103","22","33","25","9","10","14356","71","7","138",
"경상북도","여자","55~59세","2021 년","15699","68","70","322","24","X","20","131","X","105","33","29","15","9","10","14750","84","5","21",
"경상북도","여자","60~64세","2020 년","19366","81","82","277","18","X","14","92","X","109","19","21","11","10","9","18378","57","7","175",
"경상북도","여자","60~64세","2021 년","21116","84","77","350","22","X","12","111","X","123","30","22","17","7","7","20144","68","15","24",
"경상북도","여자","65~69세","2020 년","18967","67","47","188","12","X","5","37","X","63","15","16","12","X","6","18325","30","6","133",
"경상북도","여자","65~69세","2021 년","21124","53","63","237","17","X","7","59","X","83","20","14","15","6","7","20475","43","X","15",
"경상북도","여자","70~74세","2020 년","18644","45","29","119","7","X","X","23","X","62","X","6","6","X","X","18220","22","X","89",
"경상북도","여자","70~74세","2021 년","20588","36","19","142","6","X","5","17","X","42","9","8","X","X","5","20263","13","X","14",
"경상북도","여자","75세 이상","2020 년","60196","99","57","263","19","5","16","50","6","110","16","15","20","X","7","59193","42","X","275",
"경상북도","여자","75세 이상","2021 년","63040","100","74","331","18","X","11","34","X","154","21","14","14","X","X","62202","29","X","23",
"경상남도","계","합계","2020 년","417737","2081","10741","1841","556","519","487","1818","103","2495","394","413","550","427","806","2084","389137","325","2960",
"경상남도","계","합계","2021 년","450490","2296","11482","1941","553","355","483","1960","109","2699","424","469","581","404","836","2055","422742","324","777",
"경상남도","계","20세 미만","2020 년","2508","35","118","19","9","11","10","45","X","56","7","16","19","16","30","66","2025","7","17",
"경상남도","계","20세 미만","2021 년","1863","22","90","25","5","7","5","24","X","34","9","9","5","9","7","33","1560","5","11",
"경상남도","계","20~24세","2020 년","18449","182","1025","191","55","130","65","254","17","223","41","53","51","55","106","271","15531","28","171",
"경상남도","계","20~24세","2021 년","19222","222","1057","196","56","52","68","304","11","245","51","68","79","60","157","314","16181","51","50",
"경상남도","계","25~29세","2020 년","31155","406","2029","395","98","136","117","387","13","389","77","67","109","79","145","443","26027","50","188",
"경상남도","계","25~29세","2021 년","35268","482","2253","401","101","88","110","398","16","478","77","104","108","86","156","448","29814","55","93",
"경상남도","계","30~34세","2020 년","28225","293","1436","231","68","78","65","224","13","291","42","47","53","41","92","274","24787","29","161",
"경상남도","계","30~34세","2021 년","31286","355","1602","263","63","46","70","227","16","298","34","70","73","53","81","271","27635","26","103",
"경상남도","계","35~39세","2020 년","27074","193","1036","157","51","40","44","162","8","230","43","41","51","45","67","171","24601","29","105",
"경상남도","계","35~39세","2021 년","27421","224","982","129","37","32","46","159","8","226","34","31","38","30","79","166","25090","26","84",
"경상남도","계","40~44세","2020 년","26380","145","805","154","48","38","38","135","10","190","28","37","50","37","69","136","24239","36","185",
"경상남도","계","40~44세","2021 년","28655","142","851","152","46","24","34","131","11","231","39","22","61","28","57","151","26571","33","71",
"경상남도","계","45~49세","2020 년","31778","165","790","112","53","25","36","126","8","228","39","29","50","32","62","159","29520","39","305",
"경상남도","계","45~49세","2021 년","31960","142","756","121","36","31","26","133","10","228","36","28","54","24","71","146","30042","21","55",
"경상남도","계","50~54세","2020 년","35644","158","743","157","52","22","33","126","11","234","31","37","47","32","73","146","33250","35","457",
"경상남도","계","50~54세","2021 년","38815","156","804","147","73","33","40","138","7","257","43","34","48","45","68","141","36690","28","63",
"경상남도","계","55~59세","2020 년","39754","162","760","138","49","18","23","126","6","195","22","36","45","40","48","148","37520","28","390",
"경상남도","계","55~59세","2021 년","41203","149","764","132","37","19","23","130","7","190","32","27","36","27","61","114","39359","31","65",
"경상남도","계","60~64세","2020 년","44047","124","789","135","32","12","26","97","6","176","27","23","40","24","46","124","41943","18","405",
"경상남도","계","60~64세","2021 년","49126","135","890","162","46","14","19","148","8","193","28","36","34","19","41","133","47118","19","83",
"경상남도","계","65~69세","2020 년","35392","92","513","68","11","7","14","58","X","104","20","13","18","12","30","73","34120","12","224",
"경상남도","계","65~69세","2021 년","40605","103","587","92","20","X","21","72","5","113","24","18","24","5","27","65","39359","17","50",
"경상남도","계","70~74세","2020 년","28948","48","299","35","12","X","8","28","X","71","5","7","6","6","9","27","28281","6","96",
"경상남도","계","70~74세","2021 년","32028","76","382","48","13","X","9","43","X","75","8","8","10","7","11","27","31280","8","20",
"경상남도","계","75세 이상","2020 년","68383","78","398","49","18","X","8","50","X","108","12","7","11","8","29","46","67293","8","256",
"경상남도","계","75세 이상","2021 년","73038","88","464","73","20","5","12","53","5","131","9","14","11","11","20","46","72043","X","29",
"경상남도","남자","합계","2020 년","206071","1265","6599","1151","361","324","322","1156","67","1634","259","273","365","277","487","1320","188303","205","1703",
"경상남도","남자","합계","2021 년","223873","1388","6981","1221","350","245","312","1261","64","1792","285","307","396","265","508","1297","206521","198","482",
"경상남도","남자","20세 미만","2020 년","1310","19","63","11","6","6","X","27","X","36","X","11","14","8","12","42","1032","7","7",
"경상남도","남자","20세 미만","2021 년","963","14","37","13","X","X","X","13","X","20","X","X","X","X","X","20","814","X","X",
"경상남도","남자","20~24세","2020 년","9495","96","504","99","34","79","41","145","12","153","27","35","33","30","63","149","7899","20","76",
"경상남도","남자","20~24세","2021 년","10146","125","538","107","38","35","43","186","5","173","33","41","58","39","97","179","8378","33","38",
"경상남도","남자","25~29세","2020 년","19112","260","1297","258","73","77","80","260","10","266","56","45","78","51","92","300","15749","34","126",
"경상남도","남자","25~29세","2021 년","21272","307","1468","265","71","65","69","277","7","330","58","73","71","60","107","303","17648","31","62",
"경상남도","남자","30~34세","2020 년","19681","192","1033","158","51","46","48","167","10","219","30","35","41","31","61","195","17234","18","112",
"경상남도","남자","30~34세","2021 년","21520","235","1107","190","42","33","55","171","11","220","27","46","57","42","54","198","18943","18","71",
"경상남도","남자","35~39세","2020 년","19072","137","742","117","34","27","34","125","8","159","27","27","34","29","47","118","17327","18","62",
"경상남도","남자","35~39세","2021 년","19156","148","695","93","27","23","31","130","6","157","23","16","31","17","44","117","17522","18","58",
"경상남도","남자","40~44세","2020 년","18347","86","571","112","35","32","25","93","7","133","21","25","38","28","52","94","16837","20","138",
"경상남도","남자","40~44세","2021 년","20042","90","587","102","28","20","24","91","9","164","27","17","49","20","40","96","18607","21","50",
"경상남도","남자","45~49세","2020 년","20687","112","524","76","34","22","24","84","8","172","29","21","32","21","41","109","19145","27","206",
"경상남도","남자","45~49세","2021 년","21022","91","518","71","22","21","17","87","5","157","25","17","35","21","44","96","19742","11","42",
"경상남도","남자","50~54세","2020 년","21402","107","482","104","39","15","22","86","5","158","20","25","30","26","44","90","19806","22","321",
"경상남도","남자","50~54세","2021 년","23487","98","522","96","49","26","20","91","X","172","30","24","29","23","47","81","22120","18","37",
"경상남도","남자","55~59세","2020 년","21295","100","446","80","25","10","14","74","X","125","13","18","28","25","28","94","19963","17","232",
"경상남도","남자","55~59세","2021 년","22588","95","448","76","20","12","16","69","6","120","25","19","26","15","38","70","21481","21","31",
"경상남도","남자","60~64세","2020 년","20466","78","443","71","12","6","16","51","X","98","14","15","24","19","21","72","19286","10","228",
"경상남도","남자","60~64세","2021 년","23474","74","488","107","28","5","12","84","X","138","14","27","16","14","20","81","22306","9","47",
"경상남도","남자","65~69세","2020 년","14188","37","261","40","7","X","8","27","X","55","12","11","11","6","16","33","13532","7","122",
"경상남도","남자","65~69세","2021 년","16717","49","289","56","11","X","16","34","X","64","15","11","16","X","9","32","16074","9","25",
"경상남도","남자","70~74세","2020 년","8955","24","129","15","6","X","X","9","X","28","X","X","X","X","X","14","8674","X","33",
"경상남도","남자","70~74세","2021 년","10271","35","176","25","6","X","X","18","X","30","5","5","X","X","X","16","9930","X","9",
"경상남도","남자","75세 이상","2020 년","12061","17","104","10","5","X","X","8","X","32","X","X","X","X","7","10","11819","X","40",
"경상남도","남자","75세 이상","2021 년","13215","27","108","20","6","X","X","10","X","47","X","7","X","X","X","8","12956","X","8",
"경상남도","여자","합계","2020 년","211666","816","4142","690","195","195","165","662","36","861","135","140","185","150","319","764","200834","120","1257",
