"행정구역별","성별","연령별","시점","1인가구","미혼","배우자 있음","사별","이혼",
"동대문구","계","35~39","2015년","3581","3197","219","9","156",
"동대문구","계","40~44","2015년","3413","2565","319","16","513",
"동대문구","계","45~49","2015년","2977","1935","272","72","698",
"동대문구","계","50~54","2015년","3150","1154","569","223","1204",
"동대문구","계","55~59","2015년","3591","942","440","663","1546",
"동대문구","계","60~64","2015년","3035","471","310","1062","1192",
"동대문구","계","65~69","2015년","2823","320","184","1559","760",
"동대문구","계","70~74","2015년","2885","143","189","1976","577",
"동대문구","계","75~79","2015년","2438","64","99","2069","206",
"동대문구","계","80~84","2015년","1418","64","65","1202","87",
"동대문구","계","85세 이상","2015년","621","17","23","563","18",
"동대문구","남자","합계","2015년","26090","18882","1683","1696","3829",
"동대문구","남자","20세 미만","2015년","651","651","","","",
"동대문구","남자","20~24","2015년","4080","4080","","","",
"동대문구","남자","25~29","2015년","4280","4239","20","","21",
"동대문구","남자","30~34","2015년","3183","3086","76","","21",
"동대문구","남자","35~39","2015년","2070","1879","120","","71",
"동대문구","남자","40~44","2015년","2144","1696","220","","228",
"동대문구","남자","45~49","2015년","1965","1322","185","9","449",
"동대문구","남자","50~54","2015년","1927","817","378","62","670",
"동대문구","남자","55~59","2015년","1896","592","273","197","834",
"동대문구","남자","60~64","2015년","1212","269","146","173","624",
"동대문구","남자","65~69","2015년","1026","167","90","321","448",
"동대문구","남자","70~74","2015년","764","48","99","310","307",
"동대문구","남자","75~79","2015년","423","8","40","255","120",
"동대문구","남자","80~84","2015년","357","23","22","276","36",
"동대문구","남자","85세 이상","2015년","112","5","14","93","",
"동대문구","여자","합계","2015년","26648","14534","1181","7718","3215",
"동대문구","여자","20세 미만","2015년","859","859","","","",
"동대문구","여자","20~24","2015년","4535","4535","","","",
"동대문구","여자","25~29","2015년","3211","3162","41","","8",
"동대문구","여자","30~34","2015년","2007","1932","38","","37",
"동대문구","여자","35~39","2015년","1511","1318","99","9","85",
"동대문구","여자","40~44","2015년","1269","869","99","16","285",
"동대문구","여자","45~49","2015년","1012","613","87","63","249",
"동대문구","여자","50~54","2015년","1223","337","191","161","534",
"동대문구","여자","55~59","2015년","1695","350","167","466","712",
"동대문구","여자","60~64","2015년","1823","202","164","889","568",
"동대문구","여자","65~69","2015년","1797","153","94","1238","312",
"동대문구","여자","70~74","2015년","2121","95","90","1666","270",
"동대문구","여자","75~79","2015년","2015","56","59","1814","86",
"동대문구","여자","80~84","2015년","1061","41","43","926","51",
"동대문구","여자","85세 이상","2015년","509","12","9","470","18",
"중랑구","계","합계","2015년","44905","21092","2447","10907","10459",
"중랑구","계","20세 미만","2015년","236","236","","","",
"중랑구","계","20~24","2015년","2015","2015","","","",
"중랑구","계","25~29","2015년","3592","3541","31","","20",
"중랑구","계","30~34","2015년","4189","3915","130","","144",
"중랑구","계","35~39","2015년","3657","3244","116","6","291",
"중랑구","계","40~44","2015년","3874","2846","178","45","805",
"중랑구","계","45~49","2015년","4006","2109","342","126","1429",
"중랑구","계","50~54","2015년","4313","1372","442","290","2209",
"중랑구","계","55~59","2015년","4674","985","470","931","2288",
"중랑구","계","60~64","2015년","3670","422","300","1471","1477",
"중랑구","계","65~69","2015년","3315","199","175","1972","969",
"중랑구","계","70~74","2015년","2889","101","126","2195","467",
"중랑구","계","75~79","2015년","2220","49","76","1847","248",
"중랑구","계","80~84","2015년","1565","52","45","1369","99",
"중랑구","계","85세 이상","2015년","690","6","16","655","13",
"중랑구","남자","합계","2015년","20746","12021","1242","1992","5491",
"중랑구","남자","20세 미만","2015년","105","105","","","",
"중랑구","남자","20~24","2015년","593","593","","","",
"중랑구","남자","25~29","2015년","1621","1597","24","","",
"중랑구","남자","30~34","2015년","2370","2294","34","","42",
"중랑구","남자","35~39","2015년","2056","1845","84","","127",
"중랑구","남자","40~44","2015년","2425","1978","81","5","361",
"중랑구","남자","45~49","2015년","2463","1530","202","51","680",
"중랑구","남자","50~54","2015년","2457","961","253","52","1191",
"중랑구","남자","55~59","2015년","2322","663","218","174","1267",
"중랑구","남자","60~64","2015년","1501","258","151","259","833",
"중랑구","남자","65~69","2015년","1190","144","78","402","566",
"중랑구","남자","70~74","2015년","842","26","35","517","264",
"중랑구","남자","75~79","2015년","478","21","43","306","108",
"중랑구","남자","80~84","2015년","213","6","31","124","52",
"중랑구","남자","85세 이상","2015년","110","","8","102","",
"중랑구","여자","합계","2015년","24159","9071","1205","8915","4968",
"중랑구","여자","20세 미만","2015년","131","131","","","",
"중랑구","여자","20~24","2015년","1422","1422","","","",
"중랑구","여자","25~29","2015년","1971","1944","7","","20",
"중랑구","여자","30~34","2015년","1819","1621","96","","102",
"중랑구","여자","35~39","2015년","1601","1399","32","6","164",
"중랑구","여자","40~44","2015년","1449","868","97","40","444",
"중랑구","여자","45~49","2015년","1543","579","140","75","749",
"중랑구","여자","50~54","2015년","1856","411","189","238","1018",
"중랑구","여자","55~59","2015년","2352","322","252","757","1021",
"중랑구","여자","60~64","2015년","2169","164","149","1212","644",
"중랑구","여자","65~69","2015년","2125","55","97","1570","403",
"중랑구","여자","70~74","2015년","2047","75","91","1678","203",
"중랑구","여자","75~79","2015년","1742","28","33","1541","140",
"중랑구","여자","80~84","2015년","1352","46","14","1245","47",
"중랑구","여자","85세 이상","2015년","580","6","8","553","13",
"성북구","계","합계","2015년","52187","30309","4686","10820","6372",
"성북구","계","20세 미만","2015년","986","986","","","",
"성북구","계","20~24","2015년","6965","6965","","","",
"성북구","계","25~29","2015년","7219","7135","66","7","11",
"성북구","계","30~34","2015년","4700","4359","312","","29",
"성북구","계","35~39","2015년","3549","3028","377","","144",
"성북구","계","40~44","2015년","3491","2574","500","","417",
"성북구","계","45~49","2015년","3104","1657","631","76","740",
"성북구","계","50~54","2015년","3155","1460","487","202","1006",
"성북구","계","55~59","2015년","3427","903","646","529","1349",
"성북구","계","60~64","2015년","3199","586","579","1048","986",
"성북구","계","65~69","2015년","3451","267","420","1867","897",
"성북구","계","70~74","2015년","3338","164","306","2367","501",
"성북구","계","75~79","2015년","2702","109","264","2129","200",
"성북구","계","80~84","2015년","1849","80","63","1634","72",
"성북구","계","85세 이상","2015년","1052","36","35","961","20",
"성북구","남자","합계","2015년","22404","15235","2434","1708","3027",
"성북구","남자","20세 미만","2015년","360","360","","","",
"성북구","남자","20~24","2015년","2532","2532","","","",
"성북구","남자","25~29","2015년","3810","3756","36","7","11",
"성북구","남자","30~34","2015년","2643","2460","166","","17",
"성북구","남자","35~39","2015년","2065","1772","251","","42",
"성북구","남자","40~44","2015년","2020","1487","326","","207",
"성북구","남자","45~49","2015년","1754","1018","347","22","367",
"성북구","남자","50~54","2015년","1680","839","264","78","499",
"성북구","남자","55~59","2015년","1447","491","308","63","585",
"성북구","남자","60~64","2015년","1222","326","254","151","491",
"성북구","남자","65~69","2015년","1056","115","213","279","449",
"성북구","남자","70~74","2015년","798","45","147","393","213",
"성북구","남자","75~79","2015년","584","34","84","354","112",
"성북구","남자","80~84","2015년","262","","18","222","22",
"성북구","남자","85세 이상","2015년","171","","20","139","12",
"성북구","여자","합계","2015년","29783","15074","2252","9112","3345",
"성북구","여자","20세 미만","2015년","626","626","","","",
"성북구","여자","20~24","2015년","4433","4433","","","",
"성북구","여자","25~29","2015년","3409","3379","30","","",
"성북구","여자","30~34","2015년","2057","1899","146","","12",
"성북구","여자","35~39","2015년","1484","1256","126","","102",
"성북구","여자","40~44","2015년","1471","1087","174","","210",
"성북구","여자","45~49","2015년","1350","639","284","54","373",
"성북구","여자","50~54","2015년","1475","621","223","124","507",
"성북구","여자","55~59","2015년","1980","412","338","466","764",
"성북구","여자","60~64","2015년","1977","260","325","897","495",
"성북구","여자","65~69","2015년","2395","152","207","1588","448",
"성북구","여자","70~74","2015년","2540","119","159","1974","288",
"성북구","여자","75~79","2015년","2118","75","180","1775","88",
"성북구","여자","80~84","2015년","1587","80","45","1412","50",
"성북구","여자","85세 이상","2015년","881","36","15","822","8",
"강북구","계","합계","2015년","35808","15799","3200","9613","7196",
"강북구","계","20세 미만","2015년","232","232","","","",
"강북구","계","20~24","2015년","1947","1947","","","",
"강북구","계","25~29","2015년","2768","2728","25","","15",
"강북구","계","30~34","2015년","3021","2787","168","","66",
"강북구","계","35~39","2015년","2543","2200","179","7","157",
"강북구","계","40~44","2015년","2864","2084","298","15","467",
"강북구","계","45~49","2015년","2565","1329","279","71","886",
"강북구","계","50~54","2015년","2747","1004","355","254","1134",
"강북구","계","55~59","2015년","3051","567","486","487","1511",
"강북구","계","60~64","2015년","3183","377","492","1149","1165",
