"행정구역별","성별","연령별",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
"행정구역별","성별","연령별",취업 1인가구(15세 이상)-계,관리자,전문가 및 관련 종사자,사무 종사자,서비스 종사자,판매 종사자,농림어업 숙련 종사자,기능원 및 관련 기능 종사자,장치·기계조작 및 조립 종사자,단순 노무 종사자,기타,미상
"대구광역시","여자","45~49세",5337,33,1137,682,1346,921,7,238,519,451,3,
"대구광역시","여자","50~54세",6239,60,949,436,1838,918,32,339,634,1027,6,
"대구광역시","여자","55~59세",6791,42,588,324,2337,808,52,323,664,1653,,
"대구광역시","여자","60~64세",4502,23,253,166,1273,604,92,328,259,1504,,
"대구광역시","여자","65~69세",2719,,171,38,763,271,110,97,104,1165,,
"대구광역시","여자","70세 이상",3247,,48,50,464,422,300,57,49,1857,,
"인천광역시","계","합계",140190,1569,22607,21181,18823,15973,1699,15623,20987,21234,494,
"인천광역시","계","15~19세",499,4,39,69,168,53,,72,23,69,2,
"인천광역시","계","20~24세",6019,,1546,1050,1439,820,9,296,472,290,97,
"인천광역시","계","25~29세",14115,63,4088,3121,1642,1747,22,1142,1430,719,141,
"인천광역시","계","30~34세",18435,198,4714,4047,2092,2669,35,1438,2347,815,80,
"인천광역시","계","35~39세",16554,234,3464,3557,1651,2278,13,1634,2507,1155,61,
"인천광역시","계","40~44세",17437,302,3032,3161,1913,2173,35,2251,2896,1596,78,
"인천광역시","계","45~49세",16538,225,2087,2396,2013,1948,66,2400,3153,2224,26,
"인천광역시","계","50~54세",16968,249,1740,1907,2407,1737,109,2843,3256,2711,9,
"인천광역시","계","55~59세",15106,218,1078,1063,2744,1253,219,2083,2906,3542,,
"인천광역시","계","60~64세",8259,52,460,506,1509,642,158,993,1210,2729,,
"인천광역시","계","65~69세",4736,16,208,159,688,337,293,331,548,2156,,
"인천광역시","계","70세 이상",5524,8,151,145,557,316,740,140,239,3228,,
"인천광역시","남자","합계",82525,1135,11475,11793,5952,8299,828,13751,17130,11691,471,
"인천광역시","남자","15~19세",236,4,24,13,65,8,,72,11,37,2,
"인천광역시","남자","20~24세",2355,,284,223,582,383,9,261,315,204,94,
"인천광역시","남자","25~29세",8046,38,1987,1394,771,979,22,1028,1112,582,133,
"인천광역시","남자","30~34세",11989,112,2543,2279,1142,1790,30,1391,1966,665,71,
"인천광역시","남자","35~39세",10981,171,1955,1983,774,1470,13,1544,2173,840,58,
"인천광역시","남자","40~44세",11609,209,1672,1945,764,1185,33,2093,2390,1240,78,
"인천광역시","남자","45~49세",10508,150,1083,1457,541,925,64,2096,2555,1611,26,
"인천광역시","남자","50~54세",10644,225,952,1317,462,726,93,2425,2694,1741,9,
"인천광역시","남자","55~59세",8318,162,531,693,443,444,147,1748,2283,1867,,
"인천광역시","남자","60~64세",4219,40,256,311,228,198,100,823,1001,1262,,
"인천광역시","남자","65~69세",2100,16,119,95,126,115,123,205,445,856,,
