"행정구역별","성별","연령별","혼인상태별","시점","1인가구-계","본인의 직장 때문에","본인의 학업 때문에","본인의 독립 생활을 위하여","본인의 건강 때문에","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","가족과 사별","기타",
"경상북도","여자","70~74","이혼","2020년","1262","28","","600","46","458","128","2",
"경상북도","여자","75~79","합계","2020년","22528","254","","1039","301","6443","14474","17",
"경상북도","여자","75~79","미혼","2020년","284","31","","101","36","50","66","",
"경상북도","여자","75~79","배우자 있음","2020년","848","58","","63","55","544","124","4",
"경상북도","여자","75~79","사별","2020년","20942","146","","699","196","5662","14226","13",
"경상북도","여자","75~79","이혼","2020년","454","19","","176","14","187","58","",
"경상북도","여자","80~84","합계","2020년","21743","20","","","331","6476","14895","21",
"경상북도","여자","80~84","미혼","2020년","129","","","","8","78","40","3",
"경상북도","여자","80~84","배우자 있음","2020년","562","2","","","62","364","126","8",
"경상북도","여자","80~84","사별","2020년","20900","16","","","260","5923","14691","10",
"경상북도","여자","80~84","이혼","2020년","152","2","","","1","111","38","",
"경상북도","여자","85세 이상","합계","2020년","15925","","","","304","4552","11068","1",
"경상북도","여자","85세 이상","미혼","2020년","66","","","","15","39","12","",
"경상북도","여자","85세 이상","배우자 있음","2020년","253","","","","26","150","77","",
"경상북도","여자","85세 이상","사별","2020년","15538","","","","263","4313","10961","1",
"경상북도","여자","85세 이상","이혼","2020년","68","","","","","50","18","",
"경상남도","계","합계","합계","2020년","417737","129919","10335","96778","8338","82705","87497","2165",
"경상남도","계","합계","미혼","2020년","158466","79255","10326","51968","2228","7609","5901","1179",
"경상남도","계","합계","배우자 있음","2020년","68937","35167","9","8048","2374","21205","1466","668",
"경상남도","계","합계","사별","2020년","117627","2378","","4994","1771","33113","75248","123",
"경상남도","계","합계","이혼","2020년","72707","13119","","31768","1965","20778","4882","195",
"경상남도","계","20세 미만","합계","2020년","2351","409","1797","","","114","23","8",
"경상남도","계","20세 미만","미혼","2020년","2351","409","1797","","","114","23","8",
"경상남도","계","20~24","합계","2020년","18608","6693","7058","3665","","920","243","29",
"경상남도","계","20~24","미혼","2020년","18564","6669","7058","3649","","916","243","29",
"경상남도","계","20~24","배우자 있음","2020년","27","11","","12","","4","","",
"경상남도","계","20~24","이혼","2020년","17","13","","4","","","","",
"경상남도","계","25~29","합계","2020년","31153","20193","1242","8035","","1133","466","84",
"경상남도","계","25~29","미혼","2020년","30387","19767","1233","7846","","1007","453","81",
"경상남도","계","25~29","배우자 있음","2020년","556","356","9","79","","109","","3",
"경상남도","계","25~29","사별","2020년","6","","","","","","6","",
"경상남도","계","25~29","이혼","2020년","204","70","","110","","17","7","",
"경상남도","계","30~34","합계","2020년","28225","18122","207","8131","90","1225","356","94",
"경상남도","계","30~34","미혼","2020년","25325","16205","207","7631","90","802","307","83",
"경상남도","계","30~34","배우자 있음","2020년","2090","1529","","148","","391","11","11",
"경상남도","계","30~34","사별","2020년","23","6","","12","","5","","",
"경상남도","계","30~34","이혼","2020년","787","382","","340","","27","38","",
"경상남도","계","35~39","합계","2020년","27074","15585","19","8871","163","1601","677","158",
"경상남도","계","35~39","미혼","2020년","21594","12250","19","7657","150","871","550","97",
"경상남도","계","35~39","배우자 있음","2020년","3424","2599","","175","9","547","38","56",
"경상남도","계","35~39","사별","2020년","66","26","","8","","5","27","",
"경상남도","계","35~39","이혼","2020년","1990","710","","1031","4","178","62","5",
"경상남도","계","40~44","합계","2020년","26380","13802","12","9228","341","1858","945","194",
"경상남도","계","40~44","미혼","2020년","17570","8848","12","6954","263","672","690","131",
"경상남도","계","40~44","배우자 있음","2020년","4684","3599","","312","24","652","51","46",
"경상남도","계","40~44","사별","2020년","142","42","","","8","11","81","",
"경상남도","계","40~44","이혼","2020년","3984","1313","","1962","46","523","123","17",
"경상남도","계","45~49","합계","2020년","31778","15015","","10823","482","3700","1471","287",
"경상남도","계","45~49","미혼","2020년","15561","7162","","6114","303","905","867","210",
"경상남도","계","45~49","배우자 있음","2020년","7641","5540","","580","63","1309","98","51",
"경상남도","계","45~49","사별","2020년","528","73","","47","7","155","246","",
"경상남도","계","45~49","이혼","2020년","8048","2240","","4082","109","1331","260","26",
"경상남도","계","50~54","합계","2020년","35644","13975","","10623","860","7211","2636","339",
"경상남도","계","50~54","미혼","2020년","10789","4123","","4268","362","818","992","226",
"경상남도","계","50~54","배우자 있음","2020년","10588","6929","","872","183","2447","75","82",
"경상남도","계","50~54","사별","2020년","1921","209","","169","26","575","941","1",
"경상남도","계","50~54","이혼","2020년","12346","2714","","5314","289","3371","628","30",
"경상남도","계","55~59","합계","2020년","39754","11851","","11380","1224","10400","4609","290",
"경상남도","계","55~59","미혼","2020년","7208","2055","","3313","375","617","702","146",
"경상남도","계","55~59","배우자 있음","2020년","12030","6656","","1303","309","3496","170","96",
"경상남도","계","55~59","사별","2020년","5707","483","","477","69","1742","2925","11",
"경상남도","계","55~59","이혼","2020년","14809","2657","","6287","471","4545","812","37",
"경상남도","계","60~64","합계","2020년","44047","8642","","11444","1374","13305","9011","271",
"경상남도","계","60~64","미혼","2020년","4787","1099","","2459","324","324","512","69",
"경상남도","계","60~64","배우자 있음","2020년","11897","4878","","1829","450","4333","273","134",
"경상남도","계","60~64","사별","2020년","12681","660","","918","159","3846","7075","23",
"경상남도","계","60~64","이혼","2020년","14682","2005","","6238","441","4802","1151","45",
"경상남도","계","65~69","합계","2020년","35392","3552","","7859","1186","11205","11383","207",
"경상남도","계","65~69","미혼","2020년","2473","440","","1318","174","202","276","63",
"경상남도","계","65~69","배우자 있음","2020년","7599","2008","","1531","551","3185","221","103",
"경상남도","계","65~69","사별","2020년","15896","348","","1153","151","4241","9985","18",
"경상남도","계","65~69","이혼","2020년","9424","756","","3857","310","3577","901","23",
"경상남도","계","70~74","합계","2020년","28948","1465","","4609","915","8723","13143","93",
"경상남도","계","70~74","미혼","2020년","1037","160","","540","82","92","148","15",
"경상남도","계","70~74","배우자 있음","2020년","4366","834","","820","387","2113","162","50",
"경상남도","계","70~74","사별","2020년","19494","279","","1339","294","5226","12336","20",
"경상남도","계","70~74","이혼","2020년","4051","192","","1910","152","1292","497","8",
"경상남도","계","75~79","합계","2020년","27888","539","","2110","588","8276","16309","66",
"경상남도","계","75~79","미혼","2020년","507","62","","219","35","104","71","16",
"경상남도","계","75~79","배우자 있음","2020년","2318","196","","387","218","1329","162","26",
"경상남도","계","75~79","사별","2020년","23407","214","","871","236","6242","15820","24",
"경상남도","계","75~79","이혼","2020년","1656","67","","633","99","601","256","",
"경상남도","계","80~84","합계","2020년","23865","76","","","623","7961","15177","28",
"경상남도","계","80~84","미혼","2020년","188","6","","","32","106","39","5",
"경상남도","계","80~84","배우자 있음","2020년","1201","32","","","121","893","145","10",
"경상남도","계","80~84","사별","2020년","21901","38","","","446","6539","14865","13",
"경상남도","계","80~84","이혼","2020년","575","","","","24","423","128","",
"경상남도","계","85세 이상","합계","2020년","16630","","","","492","5073","11048","17",
"경상남도","계","85세 이상","미혼","2020년","125","","","","38","59","28","",
"경상남도","계","85세 이상","배우자 있음","2020년","516","","","","59","397","60","",
"경상남도","계","85세 이상","사별","2020년","15855","","","","375","4526","10941","13",
"경상남도","계","85세 이상","이혼","2020년","134","","","","20","91","19","4",
"경상남도","남자","합계","합계","2020년","206071","90803","5763","56056","4602","27711","19875","1261",
"경상남도","남자","합계","미혼","2020년","106113","55442","5763","33181","1575","5038","4331","783",
"경상남도","남자","합계","배우자 있음","2020년","43175","26050","","4638","1574","9959","580","374",
"경상남도","남자","합계","사별","2020년","17541","740","","816","321","3432","12228","4",
"경상남도","남자","합계","이혼","2020년","39242","8571","","17421","1132","9282","2736","100",
"경상남도","남자","20세 미만","합계","2020년","1237","273","856","","","89","11","8",
"경상남도","남자","20세 미만","미혼","2020년","1237","273","856","","","89","11","8",
"경상남도","남자","20~24","합계","2020년","9568","3270","3837","1757","","556","131","17",
"경상남도","남자","20~24","미혼","2020년","9561","3267","3837","1757","","552","131","17",
"경상남도","남자","20~24","배우자 있음","2020년","7","3","","","","4","","",
"경상남도","남자","25~29","합계","2020년","19112","12708","922","4550","","538","360","34",
"경상남도","남자","25~29","미혼","2020년","18750","12463","922","4478","","506","347","34",
"경상남도","남자","25~29","배우자 있음","2020년","262","214","","22","","26","","",
"경상남도","남자","25~29","사별","2020년","6","","","","","","6","",
"경상남도","남자","25~29","이혼","2020년","94","31","","50","","6","7","",
"경상남도","남자","30~34","합계","2020년","19681","13187","133","5232","47","740","266","76",
"경상남도","남자","30~34","미혼","2020년","18024","11997","133","5004","47","534","236","73",
"경상남도","남자","30~34","배우자 있음","2020년","1260","972","","85","","191","9","3",
"경상남도","남자","30~34","이혼","2020년","397","218","","143","","15","21","",
"경상남도","남자","35~39","합계","2020년","19072","11844","12","5658","98","943","450","67",
"경상남도","남자","35~39","미혼","2020년","15532","9297","12","5116","89","586","382","50",
"경상남도","남자","35~39","배우자 있음","2020년","2379","2036","","56","9","251","15","12",
"경상남도","남자","35~39","사별","2020년","42","16","","6","","5","15","",
"경상남도","남자","35~39","이혼","2020년","1119","495","","480","","101","38","5",
"경상남도","남자","40~44","합계","2020년","18347","10454","3","5753","237","1098","685","117",
"경상남도","남자","40~44","미혼","2020년","12640","6716","3","4575","193","517","543","93",
"경상남도","남자","40~44","배우자 있음","2020년","3306","2765","","164","15","315","32","15",
"경상남도","남자","40~44","사별","2020년","59","13","","","8","6","32","",
"경상남도","남자","40~44","이혼","2020년","2342","960","","1014","21","260","78","9",
"경상남도","남자","45~49","합계","2020년","20687","11213","","6469","293","1601","931","180",
"경상남도","남자","45~49","미혼","2020년","11558","5628","","4294","211","629","660","136",
"경상남도","남자","45~49","배우자 있음","2020년","4959","4123","","262","25","469","59","21",
"경상남도","남자","45~49","사별","2020년","142","35","","12","3","15","77","",
"경상남도","남자","45~49","이혼","2020년","4028","1427","","1901","54","488","135","23",
"경상남도","남자","50~54","합계","2020년","21402","10103","","6235","528","2858","1447","231",
"경상남도","남자","50~54","미혼","2020년","8007","3164","","3007","260","606","816","154",
"경상남도","남자","50~54","배우자 있음","2020년","6589","5064","","398","89","939","37","62",
"경상남도","남자","50~54","사별","2020년","400","50","","30","11","67","242","",
"경상남도","남자","50~54","이혼","2020년","6406","1825","","2800","168","1246","352","15",
"경상남도","남자","55~59","합계","2020년","21295","8153","","6709","748","3827","1671","187",
"경상남도","남자","55~59","미혼","2020년","5331","1474","","2357","319","500","568","113",
"경상남도","남자","55~59","배우자 있음","2020년","7179","4852","","711","160","1323","79","54",
"경상남도","남자","55~59","사별","2020년","1050","183","","125","13","188","541","",
"경상남도","남자","55~59","이혼","2020년","7735","1644","","3516","256","1816","483","20",
"경상남도","남자","60~64","합계","2020년","20466","5716","","6371","864","4828","2545","142",
"경상남도","남자","60~64","미혼","2020년","3188","719","","1542","249","238","397","43",
"경상남도","남자","60~64","배우자 있음","2020년","7068","3590","","1092","303","1875","115","93",
"경상남도","남자","60~64","사별","2020년","2290","174","","204","65","465","1382","",
"경상남도","남자","60~64","이혼","2020년","7920","1233","","3533","247","2250","651","6",
"경상남도","남자","65~69","합계","2020년","14188","2487","","4213","737","4017","2598","136",
"경상남도","남자","65~69","미혼","2020년","1417","266","","749","104","131","122","45",
"경상남도","남자","65~69","배우자 있음","2020년","4755","1567","","986","372","1688","68","74",
"경상남도","남자","65~69","사별","2020년","2622","104","","161","29","420","1908","",
"경상남도","남자","65~69","이혼","2020년","5394","550","","2317","232","1778","500","17",
"경상남도","남자","70~74","합계","2020년","8955","1052","","2209","490","2629","2528","47",
"경상남도","남자","70~74","미혼","2020년","540","131","","215","49","65","67","13",
"경상남도","남자","70~74","배우자 있음","2020년","2870","688","","605","283","1224","42","28",
"경상남도","남자","70~74","사별","2020년","3064","102","","151","58","628","2124","1",
"경상남도","남자","70~74","이혼","2020년","2481","131","","1238","100","712","295","5",
"경상남도","남자","75~79","합계","2020년","5680","304","","900","279","1745","2436","16",
"경상남도","남자","75~79","미혼","2020년","253","45","","87","26","49","42","4",
"경상남도","남자","75~79","배우자 있음","2020년","1455","146","","257","180","815","45","12",
"경상남도","남자","75~79","사별","2020년","3005","56","","127","32","564","2226","",
"경상남도","남자","75~79","이혼","2020년","967","57","","429","41","317","123","",
"경상남도","남자","80~84","합계","2020년","3847","39","","","177","1438","2193","",
"경상남도","남자","80~84","미혼","2020년","55","2","","","21","23","9","",
"경상남도","남자","80~84","배우자 있음","2020년","727","30","","","92","549","56","",
"경상남도","남자","80~84","사별","2020년","2759","7","","","54","620","2078","",
"경상남도","남자","80~84","이혼","2020년","306","","","","10","246","50","",
"경상남도","남자","85세 이상","합계","2020년","2534","","","","104","804","1623","3",
"경상남도","남자","85세 이상","미혼","2020년","20","","","","7","13","","",
"경상남도","남자","85세 이상","배우자 있음","2020년","359","","","","46","290","23","",
"경상남도","남자","85세 이상","사별","2020년","2102","","","","48","454","1597","3",
"경상남도","남자","85세 이상","이혼","2020년","53","","","","3","47","3","",
"경상남도","여자","합계","합계","2020년","211666","39116","4572","40722","3736","54994","67622","904",
"경상남도","여자","합계","미혼","2020년","52353","23813","4563","18787","653","2571","1570","396",
"경상남도","여자","합계","배우자 있음","2020년","25762","9117","9","3410","800","11246","886","294",
"경상남도","여자","합계","사별","2020년","100086","1638","","4178","1450","29681","63020","119",
"경상남도","여자","합계","이혼","2020년","33465","4548","","14347","833","11496","2146","95",
"경상남도","여자","20세 미만","합계","2020년","1114","136","941","","","25","12","",
"경상남도","여자","20세 미만","미혼","2020년","1114","136","941","","","25","12","",
"경상남도","여자","20~24","합계","2020년","9040","3423","3221","1908","","364","112","12",
"경상남도","여자","20~24","미혼","2020년","9003","3402","3221","1892","","364","112","12",
"경상남도","여자","20~24","배우자 있음","2020년","20","8","","12","","","","",
"경상남도","여자","20~24","이혼","2020년","17","13","","4","","","","",
"경상남도","여자","25~29","합계","2020년","12041","7485","320","3485","","595","106","50",
"경상남도","여자","25~29","미혼","2020년","11637","7304","311","3368","","501","106","47",
"경상남도","여자","25~29","배우자 있음","2020년","294","142","9","57","","83","","3",
"경상남도","여자","25~29","이혼","2020년","110","39","","60","","11","","",
"경상남도","여자","30~34","합계","2020년","8544","4935","74","2899","43","485","90","18",
"경상남도","여자","30~34","미혼","2020년","7301","4208","74","2627","43","268","71","10",
"경상남도","여자","30~34","배우자 있음","2020년","830","557","","63","","200","2","8",
"경상남도","여자","30~34","사별","2020년","23","6","","12","","5","","",
"경상남도","여자","30~34","이혼","2020년","390","164","","197","","12","17","",
"경상남도","여자","35~39","합계","2020년","8002","3741","7","3213","65","658","227","91",
"경상남도","여자","35~39","미혼","2020년","6062","2953","7","2541","61","285","168","47",
"경상남도","여자","35~39","배우자 있음","2020년","1045","563","","119","","296","23","44",
"경상남도","여자","35~39","사별","2020년","24","10","","2","","","12","",
"경상남도","여자","35~39","이혼","2020년","871","215","","551","4","77","24","",
"경상남도","여자","40~44","합계","2020년","8033","3348","9","3475","104","760","260","77",
"경상남도","여자","40~44","미혼","2020년","4930","2132","9","2379","70","155","147","38",
"경상남도","여자","40~44","배우자 있음","2020년","1378","834","","148","9","337","19","31",
"경상남도","여자","40~44","사별","2020년","83","29","","","","5","49","",
"경상남도","여자","40~44","이혼","2020년","1642","353","","948","25","263","45","8",
"경상남도","여자","45~49","합계","2020년","11091","3802","","4354","189","2099","540","107",
"경상남도","여자","45~49","미혼","2020년","4003","1534","","1820","92","276","207","74",
"경상남도","여자","45~49","배우자 있음","2020년","2682","1417","","318","38","840","39","30",
"경상남도","여자","45~49","사별","2020년","386","38","","35","4","140","169","",
"경상남도","여자","45~49","이혼","2020년","4020","813","","2181","55","843","125","3",
"경상남도","여자","50~54","합계","2020년","14242","3872","","4388","332","4353","1189","108",
"경상남도","여자","50~54","미혼","2020년","2782","959","","1261","102","212","176","72",
"경상남도","여자","50~54","배우자 있음","2020년","3999","1865","","474","94","1508","38","20",
"경상남도","여자","50~54","사별","2020년","1521","159","","139","15","508","699","1",
"경상남도","여자","50~54","이혼","2020년","5940","889","","2514","121","2125","276","15",
"경상남도","여자","55~59","합계","2020년","18459","3698","","4671","476","6573","2938","103",
"경상남도","여자","55~59","미혼","2020년","1877","581","","956","56","117","134","33",
"경상남도","여자","55~59","배우자 있음","2020년","4851","1804","","592","149","2173","91","42",
"경상남도","여자","55~59","사별","2020년","4657","300","","352","56","1554","2384","11",
"경상남도","여자","55~59","이혼","2020년","7074","1013","","2771","215","2729","329","17",
"경상남도","여자","60~64","합계","2020년","23581","2926","","5073","510","8477","6466","129",
"경상남도","여자","60~64","미혼","2020년","1599","380","","917","75","86","115","26",
"경상남도","여자","60~64","배우자 있음","2020년","4829","1288","","737","147","2458","158","41",
"경상남도","여자","60~64","사별","2020년","10391","486","","714","94","3381","5693","23",
"경상남도","여자","60~64","이혼","2020년","6762","772","","2705","194","2552","500","39",
"경상남도","여자","65~69","합계","2020년","21204","1065","","3646","449","7188","8785","71",
"경상남도","여자","65~69","미혼","2020년","1056","174","","569","70","71","154","18",
"경상남도","여자","65~69","배우자 있음","2020년","2844","441","","545","179","1497","153","29",
"경상남도","여자","65~69","사별","2020년","13274","244","","992","122","3821","8077","18",
"경상남도","여자","65~69","이혼","2020년","4030","206","","1540","78","1799","401","6",
"경상남도","여자","70~74","합계","2020년","19993","413","","2400","425","6094","10615","46",
"경상남도","여자","70~74","미혼","2020년","497","29","","325","33","27","81","2",
"경상남도","여자","70~74","배우자 있음","2020년","1496","146","","215","104","889","120","22",
"경상남도","여자","70~74","사별","2020년","16430","177","","1188","236","4598","10212","19",
"경상남도","여자","70~74","이혼","2020년","1570","61","","672","52","580","202","3",
"경상남도","여자","75~79","합계","2020년","22208","235","","1210","309","6531","13873","50",
"경상남도","여자","75~79","미혼","2020년","254","17","","132","9","55","29","12",
"경상남도","여자","75~79","배우자 있음","2020년","863","50","","130","38","514","117","14",
"경상남도","여자","75~79","사별","2020년","20402","158","","744","204","5678","13594","24",
"경상남도","여자","75~79","이혼","2020년","689","10","","204","58","284","133","",
"경상남도","여자","80~84","합계","2020년","20018","37","","","446","6523","12984","28",
"경상남도","여자","80~84","미혼","2020년","133","4","","","11","83","30","5",
"경상남도","여자","80~84","배우자 있음","2020년","474","2","","","29","344","89","10",
"경상남도","여자","80~84","사별","2020년","19142","31","","","392","5919","12787","13",
"경상남도","여자","80~84","이혼","2020년","269","","","","14","177","78","",
"경상남도","여자","85세 이상","합계","2020년","14096","","","","388","4269","9425","14",
"경상남도","여자","85세 이상","미혼","2020년","105","","","","31","46","28","",
"경상남도","여자","85세 이상","배우자 있음","2020년","157","","","","13","107","37","",
"경상남도","여자","85세 이상","사별","2020년","13753","","","","327","4072","9344","10",
"경상남도","여자","85세 이상","이혼","2020년","81","","","","17","44","16","4",
"제주특별자치도","계","합계","합계","2020년","81855","29312","1432","24334","2451","13489","10267","570",
"제주특별자치도","계","합계","미혼","2020년","37595","17585","1432","14344","849","1803","1231","351",
"제주특별자치도","계","합계","배우자 있음","2020년","14922","8128","","1986","592","3688","376","152",
"제주특별자치도","계","합계","사별","2020년","13973","480","","1028","341","4405","7683","36",
"제주특별자치도","계","합계","이혼","2020년","15365","3119","","6976","669","3593","977","31",
"제주특별자치도","계","20세 미만","합계","2020년","621","118","483","","","","20","",
"제주특별자치도","계","20세 미만","미혼","2020년","621","118","483","","","","20","",
"제주특별자치도","계","20~24","합계","2020년","3928","1945","781","958","","213","20","11",
"제주특별자치도","계","20~24","미혼","2020년","3868","1945","781","910","","201","20","11",
"제주특별자치도","계","20~24","배우자 있음","2020년","38","","","26","","12","","",
"제주특별자치도","계","20~24","이혼","2020년","22","","","22","","","","",
"제주특별자치도","계","25~29","합계","2020년","7487","4611","130","2251","","361","112","22",
"제주특별자치도","계","25~29","미혼","2020년","7219","4514","130","2193","","284","98","",
"제주특별자치도","계","25~29","배우자 있음","2020년","192","86","","7","","77","","22",
"제주특별자치도","계","25~29","이혼","2020년","76","11","","51","","","14","",
"제주특별자치도","계","30~34","합계","2020년","6094","3352","38","2082","40","384","120","78",
"제주특별자치도","계","30~34","미혼","2020년","5436","3023","38","1983","40","246","63","43",
"제주특별자치도","계","30~34","배우자 있음","2020년","440","276","","6","","115","8","35",
"제주특별자치도","계","30~34","사별","2020년","13","","","","","","13","",
"제주특별자치도","계","30~34","이혼","2020년","205","53","","93","","23","36","",
"제주특별자치도","계","35~39","합계","2020년","6418","3294","","2509","80","302","188","45",
"제주특별자치도","계","35~39","미혼","2020년","5073","2401","","2205","61","203","162","41",
"제주특별자치도","계","35~39","배우자 있음","2020년","916","725","","73","14","90","10","4",
"제주특별자치도","계","35~39","사별","2020년","30","14","","","","","16","",
"제주특별자치도","계","35~39","이혼","2020년","399","154","","231","5","9","","",
"제주특별자치도","계","40~44","합계","2020년","6452","3122","","2569","125","459","124","53",
"제주특별자치도","계","40~44","미혼","2020년","4296","2014","","1923","97","140","81","41",
"제주특별자치도","계","40~44","배우자 있음","2020년","1191","843","","89","20","225","9","5",
"제주특별자치도","계","40~44","사별","2020년","45","10","","15","","","20","",
"제주특별자치도","계","40~44","이혼","2020년","920","255","","542","8","94","14","7",
"제주특별자치도","계","45~49","합계","2020년","8010","3600","","2888","187","918","362","55",
"제주특별자치도","계","45~49","미혼","2020년","4003","1650","","1762","119","207","218","47",
"제주특별자치도","계","45~49","배우자 있음","2020년","1998","1333","","217","41","361","38","8",
"제주특별자치도","계","45~49","사별","2020년","155","2","","47","5","50","51","",
"제주특별자치도","계","45~49","이혼","2020년","1854","615","","862","22","300","55","",
"제주특별자치도","계","50~54","합계","2020년","8682","3350","","3128","305","1260","553","86",
"제주특별자치도","계","50~54","미혼","2020년","3013","1052","","1472","123","159","152","55",
"제주특별자치도","계","50~54","배우자 있음","2020년","2543","1544","","265","72","538","108","16",
"제주특별자치도","계","50~54","사별","2020년","243","71","","27","","12","133","",
"제주특별자치도","계","50~54","이혼","2020년","2883","683","","1364","110","551","160","15",
"제주특별자치도","계","55~59","합계","2020년","8257","3087","","2412","350","1640","723","45",
"제주특별자치도","계","55~59","미혼","2020년","1835","521","","881","130","135","135","33",
"제주특별자치도","계","55~59","배우자 있음","2020년","2664","1792","","249","37","577","4","5",
"제주특별자치도","계","55~59","사별","2020년","743","59","","93","22","211","358","",
"제주특별자치도","계","55~59","이혼","2020년","3015","715","","1189","161","717","226","7",
"제주특별자치도","계","60~64","합계","2020년","7723","1595","","2558","572","1901","1052","45",
"제주특별자치도","계","60~64","미혼","2020년","1105","202","","533","133","126","66","45",
"제주특별자치도","계","60~64","배우자 있음","2020년","2185","878","","483","189","575","60","",
"제주특별자치도","계","60~64","사별","2020년","1409","91","","186","59","332","741","",
"제주특별자치도","계","60~64","이혼","2020년","3024","424","","1356","191","868","185","",
"제주특별자치도","계","65~69","합계","2020년","5350","875","","1574","285","1430","1126","60",
"제주특별자치도","계","65~69","미혼","2020년","578","100","","284","48","29","83","34",
"제주특별자치도","계","65~69","배우자 있음","2020년","1347","501","","307","70","410","45","14",
"제주특별자치도","계","65~69","사별","2020년","1753","119","","224","71","469","858","12",
"제주특별자치도","계","65~69","이혼","2020년","1672","155","","759","96","522","140","",
"제주특별자치도","계","70~74","합계","2020년","4134","208","","909","184","1309","1481","43",
"제주특별자치도","계","70~74","미혼","2020년","311","7","","134","64","19","87","",
"제주특별자치도","계","70~74","배우자 있음","2020년","686","92","","166","60","315","10","43",
"제주특별자치도","계","70~74","사별","2020년","2358","71","","253","24","704","1306","",
"제주특별자치도","계","70~74","이혼","2020년","779","38","","356","36","271","78","",
"제주특별자치도","계","75~79","합계","2020년","3368","140","","496","129","1074","1520","9",
"제주특별자치도","계","75~79","미혼","2020년","155","38","","64","12","3","38","",
"제주특별자치도","계","75~79","배우자 있음","2020년","370","54","","98","38","141","39","",
"제주특별자치도","계","75~79","사별","2020년","2483","40","","183","45","814","1392","9",
"제주특별자치도","계","75~79","이혼","2020년","360","8","","151","34","116","51","",
"제주특별자치도","계","80~84","합계","2020년","2798","15","","","102","1217","1462","2",
"제주특별자치도","계","80~84","미혼","2020년","29","","","","11","10","8","",
"제주특별자치도","계","80~84","배우자 있음","2020년","238","4","","","44","173","17","",
"제주특별자치도","계","80~84","사별","2020년","2427","3","","","41","963","1420","",
"제주특별자치도","계","80~84","이혼","2020년","104","8","","","6","71","17","2",
"제주특별자치도","계","85세 이상","합계","2020년","2533","","","","92","1021","1404","16",
"제주특별자치도","계","85세 이상","미혼","2020년","53","","","","11","41","","1",
"제주특별자치도","계","85세 이상","배우자 있음","2020년","114","","","","7","79","28","",
"제주특별자치도","계","85세 이상","사별","2020년","2314","","","","74","850","1375","15",
"제주특별자치도","계","85세 이상","이혼","2020년","52","","","","","51","1","",
"제주특별자치도","남자","합계","합계","2020년","41643","18554","732","13020","1237","4676","3068","356",
"제주특별자치도","남자","합계","미혼","2020년","21978","10554","732","8108","472","1040","834","238",
"제주특별자치도","남자","합계","배우자 있음","2020년","9428","6017","","1010","333","1773","219","76",
"제주특별자치도","남자","합계","사별","2020년","2209","77","","207","65","374","1466","20",
"제주특별자치도","남자","합계","이혼","2020년","8028","1906","","3695","367","1489","549","22",
"제주특별자치도","남자","20세 미만","합계","2020년","308","58","245","","","","5","",
"제주특별자치도","남자","20세 미만","미혼","2020년","308","58","245","","","","5","",
"제주특별자치도","남자","20~24","합계","2020년","1645","732","398","426","","80","9","",
"제주특별자치도","남자","20~24","미혼","2020년","1619","732","398","400","","80","9","",
"제주특별자치도","남자","20~24","배우자 있음","2020년","26","","","26","","","","",
"제주특별자치도","남자","25~29","합계","2020년","4049","2555","89","1139","","160","84","22",
"제주특별자치도","남자","25~29","미혼","2020년","3985","2524","89","1137","","151","84","",
"제주특별자치도","남자","25~29","배우자 있음","2020년","62","31","","","","9","","22",
"제주특별자치도","남자","25~29","이혼","2020년","2","","","2","","","","",
"제주특별자치도","남자","30~34","합계","2020년","3729","2178","","1204","20","220","69","38",
"제주특별자치도","남자","30~34","미혼","2020년","3381","1954","","1169","20","163","47","28",
"제주특별자치도","남자","30~34","배우자 있음","2020년","256","194","","3","","49","","10",
"제주특별자치도","남자","30~34","이혼","2020년","92","30","","32","","8","22","",
"제주특별자치도","남자","35~39","합계","2020년","3896","2102","","1496","29","147","104","18",
"제주특별자치도","남자","35~39","미혼","2020년","3079","1471","","1344","29","128","93","14",
"제주특별자치도","남자","35~39","배우자 있음","2020년","564","513","","28","","19","","4",
"제주특별자치도","남자","35~39","사별","2020년","25","14","","","","","11","",
"제주특별자치도","남자","35~39","이혼","2020년","228","104","","124","","","","",
"제주특별자치도","남자","40~44","합계","2020년","3958","2225","","1405","52","179","70","27",
"제주특별자치도","남자","40~44","미혼","2020년","2619","1395","","1047","39","59","52","27",
"제주특별자치도","남자","40~44","배우자 있음","2020년","805","684","","24","5","83","9","",
"제주특별자치도","남자","40~44","사별","2020년","15","","","6","","","9","",
"제주특별자치도","남자","40~44","이혼","2020년","519","146","","328","8","37","","",
"제주특별자치도","남자","45~49","합계","2020년","4857","2379","","1632","87","492","236","31",
"제주특별자치도","남자","45~49","미혼","2020년","2435","1036","","1042","49","119","158","31",
"제주특별자치도","남자","45~49","배우자 있음","2020년","1322","924","","141","11","208","38","",
"제주특별자치도","남자","45~49","사별","2020년","62","","","21","5","10","26","",
"제주특별자치도","남자","45~49","이혼","2020년","1038","419","","428","22","155","14","",
"제주특별자치도","남자","50~54","합계","2020년","5095","2318","","1606","177","587","349","58",
"제주특별자치도","남자","50~54","미혼","2020년","1882","732","","824","68","113","112","33",
"제주특별자치도","남자","50~54","배우자 있음","2020년","1717","1239","","106","42","248","72","10",
"제주특별자치도","남자","50~54","사별","2020년","47","5","","9","","","33","",
