"행정구역별","성별","연령별","시점","1인가구","초등학교","중학교","고등학교","대학(4년제미만)","대학교(4년제이상)","대학원","안받았음(미취학 포함)",
"동남구","여자","20세 미만","2015년","639","","","123","99","417","","",
"동남구","여자","20~24","2015년","3161","","12","193","341","2558","57","",
"동남구","여자","25~29","2015년","1456","","7","310","236","768","135","",
"동남구","여자","30~34","2015년","802","","","270","152","295","85","",
"동남구","여자","35~39","2015년","729","","19","335","109","196","70","",
"동남구","여자","40~44","2015년","659","","4","387","61","160","47","",
"동남구","여자","45~49","2015년","864","23","71","543","63","132","30","2",
"동남구","여자","50~54","2015년","1254","90","222","634","123","151","34","",
"동남구","여자","55~59","2015년","1207","254","348","466","40","38","59","2",
"동남구","여자","60~64","2015년","1003","325","271","288","37","41","14","27",
"동남구","여자","65~69","2015년","1166","500","215","245","21","33","12","140",
"동남구","여자","70~74","2015년","1163","575","131","85","","21","","351",
"동남구","여자","75~79","2015년","1264","680","50","30","11","15","8","470",
"동남구","여자","80~84","2015년","1025","417","59","22","3","6","","518",
"동남구","여자","85세 이상","2015년","582","146","17","","7","","","412",
"서북구","계","합계","2015년","40167","3560","2621","14597","6086","10585","1567","1151",
"서북구","계","20세 미만","2015년","736","","11","253","141","331","","",
"서북구","계","20~24","2015년","5066","","61","1774","869","2342","20","",
"서북구","계","25~29","2015년","6838","","38","2439","1715","2447","199","",
"서북구","계","30~34","2015년","5548","","48","1768","1398","1952","382","",
"서북구","계","35~39","2015년","3982","","56","1797","764","1109","256","",
"서북구","계","40~44","2015년","3243","2","121","1787","526","651","156","",
"서북구","계","45~49","2015년","2830","40","177","1457","361","614","181","",
"서북구","계","50~54","2015년","2799","123","452","1379","146","577","122","",
"서북구","계","55~59","2015년","2348","335","508","947","126","265","167","",
"서북구","계","60~64","2015년","1734","552","475","429","28","131","53","66",
"서북구","계","65~69","2015년","1375","586","339","263","7","66","20","94",
"서북구","계","70~74","2015년","1392","727","183","198","5","36","5","238",
"서북구","계","75~79","2015년","1068","599","79","66","","27","6","291",
"서북구","계","80~84","2015년","781","390","46","31","","18","","296",
"서북구","계","85세 이상","2015년","427","206","27","9","","19","","166",
"서북구","남자","합계","2015년","21555","839","1195","7501","3838","7089","949","144",
"서북구","남자","20세 미만","2015년","292","","11","110","7","164","","",
"서북구","남자","20~24","2015년","2017","","29","559","372","1057","","",
"서북구","남자","25~29","2015년","4031","","12","1140","1114","1680","85","",
"서북구","남자","30~34","2015년","3786","","32","1036","1022","1469","227","",
"서북구","남자","35~39","2015년","2778","","41","1102","538","913","184","",
"서북구","남자","40~44","2015년","2158","2","77","1136","356","487","100","",
"서북구","남자","45~49","2015년","1766","27","123","845","235","430","106","",
"서북구","남자","50~54","2015년","1681","61","271","673","115","495","66","",
"서북구","남자","55~59","2015년","1202","122","213","483","66","205","113","",
"서북구","남자","60~64","2015년","700","171","181","191","13","89","37","18",
"서북구","남자","65~69","2015년","447","155","122","95","","26","20","29",
"서북구","남자","70~74","2015년","287","95","46","88","","26","5","27",
"서북구","남자","75~79","2015년","196","97","24","24","","11","6","34",
"서북구","남자","80~84","2015년","94","41","","10","","18","","25",
"서북구","남자","85세 이상","2015년","120","68","13","9","","19","","11",
"서북구","여자","합계","2015년","18612","2721","1426","7096","2248","3496","618","1007",
"서북구","여자","20세 미만","2015년","444","","","143","134","167","","",
"서북구","여자","20~24","2015년","3049","","32","1215","497","1285","20","",
"서북구","여자","25~29","2015년","2807","","26","1299","601","767","114","",
"서북구","여자","30~34","2015년","1762","","16","732","376","483","155","",
"서북구","여자","35~39","2015년","1204","","15","695","226","196","72","",
"서북구","여자","40~44","2015년","1085","","44","651","170","164","56","",
"서북구","여자","45~49","2015년","1064","13","54","612","126","184","75","",
"서북구","여자","50~54","2015년","1118","62","181","706","31","82","56","",
"서북구","여자","55~59","2015년","1146","213","295","464","60","60","54","",
"서북구","여자","60~64","2015년","1034","381","294","238","15","42","16","48",
"서북구","여자","65~69","2015년","928","431","217","168","7","40","","65",
"서북구","여자","70~74","2015년","1105","632","137","110","5","10","","211",
"서북구","여자","75~79","2015년","872","502","55","42","","16","","257",
"서북구","여자","80~84","2015년","687","349","46","21","","","","271",
"서북구","여자","85세 이상","2015년","307","138","14","","","","","155",
"공주시","계","합계","2015년","12181","3079","1073","2100","569","2466","491","2403",
"공주시","계","20세 미만","2015년","315","","","65","14","236","","",
"공주시","계","20~24","2015년","1424","","","46","83","1245","50","",
"공주시","계","25~29","2015년","544","","6","84","56","298","100","",
"공주시","계","30~34","2015년","344","","7","66","52","131","88","",
"공주시","계","35~39","2015년","318","","9","131","60","76","42","",
"공주시","계","40~44","2015년","455","4","15","243","68","81","44","",
"공주시","계","45~49","2015년","593","25","76","294","93","80","25","",
"공주시","계","50~54","2015년","764","121","147","313","52","74","57","",
"공주시","계","55~59","2015년","1071","268","245","369","54","101","34","",
"공주시","계","60~64","2015년","890","409","172","173","9","51","34","42",
"공주시","계","65~69","2015년","942","502","137","123","6","32","5","137",
"공주시","계","70~74","2015년","1222","556","115","85","10","26","6","424",
"공주시","계","75~79","2015년","1452","564","83","53","4","27","6","715",
"공주시","계","80~84","2015년","1255","469","55","26","4","5","","696",
"공주시","계","85세 이상","2015년","592","161","6","29","4","3","","389",
"공주시","남자","합계","2015년","4425","808","398","1101","309","1352","242","215",
"공주시","남자","20세 미만","2015년","143","","","20","3","120","","",
"공주시","남자","20~24","2015년","591","","","23","32","530","6","",
"공주시","남자","25~29","2015년","354","","6","58","28","196","66","",
"공주시","남자","30~34","2015년","210","","2","34","49","90","35","",
"공주시","남자","35~39","2015년","210","","9","91","34","53","23","",
"공주시","남자","40~44","2015년","267","4","8","133","49","51","22","",
"공주시","남자","45~49","2015년","339","14","31","164","46","62","22","",
"공주시","남자","50~54","2015년","389","60","68","171","25","49","16","",
"공주시","남자","55~59","2015년","499","101","87","178","26","86","21","",
"공주시","남자","60~64","2015년","326","123","58","75","6","45","14","5",
"공주시","남자","65~69","2015년","317","161","47","61","","21","5","22",
"공주시","남자","70~74","2015년","254","114","28","50","3","18","6","35",
"공주시","남자","75~79","2015년","212","86","24","18","4","23","6","51",
"공주시","남자","80~84","2015년","207","106","24","13","4","5","","55",
"공주시","남자","85세 이상","2015년","107","39","6","12","","3","","47",
"공주시","여자","합계","2015년","7756","2271","675","999","260","1114","249","2188",
"공주시","여자","20세 미만","2015년","172","","","45","11","116","","",
"공주시","여자","20~24","2015년","833","","","23","51","715","44","",
"공주시","여자","25~29","2015년","190","","","26","28","102","34","",
"공주시","여자","30~34","2015년","134","","5","32","3","41","53","",
"공주시","여자","35~39","2015년","108","","","40","26","23","19","",
"공주시","여자","40~44","2015년","188","","7","110","19","30","22","",
"공주시","여자","45~49","2015년","254","11","45","130","47","18","3","",
"공주시","여자","50~54","2015년","375","61","79","142","27","25","41","",
"공주시","여자","55~59","2015년","572","167","158","191","28","15","13","",
"공주시","여자","60~64","2015년","564","286","114","98","3","6","20","37",
"공주시","여자","65~69","2015년","625","341","90","62","6","11","","115",
"공주시","여자","70~74","2015년","968","442","87","35","7","8","","389",
"공주시","여자","75~79","2015년","1240","478","59","35","","4","","664",
"공주시","여자","80~84","2015년","1048","363","31","13","","","","641",
"공주시","여자","85세 이상","2015년","485","122","","17","4","","","342",
"보령시","계","합계","2015년","12003","3513","1348","2408","579","1128","238","2789",
"보령시","계","20세 미만","2015년","30","","4","18","7","1","","",
"보령시","계","20~24","2015년","115","","","36","58","21","","",
"보령시","계","25~29","2015년","349","","","42","37","243","27","",
"보령시","계","30~34","2015년","408","","4","168","55","150","31","",
"보령시","계","35~39","2015년","364","","","129","118","95","22","",
"보령시","계","40~44","2015년","572","3","8","369","77","95","20","",
"보령시","계","45~49","2015년","678","22","106","337","49","128","36","",
"보령시","계","50~54","2015년","1019","124","233","376","79","166","34","7",
"보령시","계","55~59","2015년","1216","354","259","412","34","109","35","13",
"보령시","계","60~64","2015년","1219","502","305","277","34","24","14","63",
"보령시","계","65~69","2015년","1175","609","202","95","12","22","6","229",
"보령시","계","70~74","2015년","1548","698","126","76","15","28","7","598",
"보령시","계","75~79","2015년","1462","601","59","37","4","14","","747",
"보령시","계","80~84","2015년","1263","472","30","27","","21","6","707",
"보령시","계","85세 이상","2015년","585","128","12","9","","11","","425",
"보령시","남자","합계","2015년","4160","781","483","1295","421","833","166","181",
"보령시","남자","20세 미만","2015년","21","","4","9","7","1","","",
"보령시","남자","20~24","2015년","74","","","18","42","14","","",
"보령시","남자","25~29","2015년","198","","","22","20","136","20","",
