"행정구역별","성별","연령별","1인가구사유별","시점","1인가구-계","6개월미만","6개월이상~1년미만","1~2년미만","2~3년미만","3~5년미만","5~10년미만","10~15년미만","15~20년미만","20~25년미만","25년이상",
"전국","여자","20~24","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","11310","1273","1520","2649","2108","2599","1161","","","","",
"전국","여자","20~24","가족과 사별","2020년","2769","112","143","283","474","1100","657","","","","",
"전국","여자","20~24","기타","2020년","417","76","13","91","72","101","64","","","","",
"전국","여자","25~29","합계","2020년","341920","31074","33293","60103","48710","66562","85027","17151","","","",
"전국","여자","25~29","본인의 직장 때문에","2020년","223032","18264","21325","38290","31876","44513","57369","11395","","","",
"전국","여자","25~29","본인의 학업 때문에","2020년","11716","868","1416","2165","1722","2420","2830","295","","","",
"전국","여자","25~29","본인의 독립 생활을 위하여","2020년","89074","10181","8894","16413","12640","16489","20415","4042","","","",
"전국","여자","25~29","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","13489","1378","1375","2678","2008","2228","3009","813","","","",
"전국","여자","25~29","가족과 사별","2020년","3757","193","209","423","388","790","1201","553","","","",
"전국","여자","25~29","기타","2020년","852","190","74","134","76","122","203","53","","","",
"전국","여자","30~34","합계","2020년","223843","15174","15210","32422","24932","37028","55258","38636","5183","","",
"전국","여자","30~34","본인의 직장 때문에","2020년","132041","7265","8261","17273","13766","21508","35522","25229","3217","","",
"전국","여자","30~34","본인의 학업 때문에","2020년","1676","125","159","329","236","293","227","292","15","","",
"전국","여자","30~34","본인의 독립 생활을 위하여","2020년","72739","6138","5400","11412","8890","12845","15718","10839","1497","","",
"전국","여자","30~34","본인의 건강 때문에","2020년","704","60","74","127","93","81","148","109","12","","",
"전국","여자","30~34","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","12465","1326","1081","2787","1679","1677","2243","1402","270","","",
"전국","여자","30~34","가족과 사별","2020년","3407","96","163","327","225","523","1233","684","156","","",
"전국","여자","30~34","기타","2020년","811","164","72","167","43","101","167","81","16","","",
"전국","여자","35~39","합계","2020년","176927","9528","9429","20969","17400","26316","38781","30082","17469","6953","",
"전국","여자","35~39","본인의 직장 때문에","2020년","85105","4204","4426","9235","7709","12451","18314","16116","9529","3121","",
"전국","여자","35~39","본인의 학업 때문에","2020년","555","28","53","117","79","59","71","80","50","18","",
"전국","여자","35~39","본인의 독립 생활을 위하여","2020년","71700","3815","3530","8260","7239","11093","16675","11526","6578","2984","",
"전국","여자","35~39","본인의 건강 때문에","2020년","1276","109","91","124","163","171","262","181","123","52","",
"전국","여자","35~39","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","13228","1089","1090","2701","1841","1903","2244","1313","614","433","",
"전국","여자","35~39","가족과 사별","2020년","4001","142","153","332","280","520","1039","760","465","310","",
"전국","여자","35~39","기타","2020년","1062","141","86","200","89","119","176","106","110","35","",
"전국","여자","40~44","합계","2020년","154360","6895","6651","15896","12991","21439","31558","27110","12941","17050","1829",
"전국","여자","40~44","본인의 직장 때문에","2020년","61882","2580","2806","6059","5232","8520","11411","11178","5791","7547","758",
"전국","여자","40~44","본인의 학업 때문에","2020년","204","16","32","26","10","35","43","19","17","","6",
"전국","여자","40~44","본인의 독립 생활을 위하여","2020년","69455","2457","2366","6240","5273","9691","15793","13084","5902","7763","886",
"전국","여자","40~44","본인의 건강 때문에","2020년","1926","127","124","178","220","278","446","273","76","181","23",
"전국","여자","40~44","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","14982","1379","1041","2883","1903","2148","2599","1528","663","780","58",
"전국","여자","40~44","가족과 사별","2020년","4739","241","166","385","215","638","1082","892","401","658","61",
"전국","여자","40~44","기타","2020년","1172","95","116","125","138","129","184","136","91","121","37",
"전국","여자","45~49","합계","2020년","177189","8254","7640","18678","15373","22452","32706","29304","15725","18072","8985",
"전국","여자","45~49","본인의 직장 때문에","2020년","59007","2800","2861","6432","5545","7762","10412","9003","4620","6299","3273",
"전국","여자","45~49","본인의 학업 때문에","2020년","136","19","29","19","11","19","9","5","4","","21",
"전국","여자","45~49","본인의 독립 생활을 위하여","2020년","76455","2120","2117","5575","5252","8838","15405","14874","8527","9133","4614",
"전국","여자","45~49","본인의 건강 때문에","2020년","2733","140","81","317","204","374","432","472","248","329","136",
"전국","여자","45~49","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","29092","2758","2153","5342","3737","4325","4442","3157","1498","1287","393",
"전국","여자","45~49","가족과 사별","2020년","8133","298","317","723","557","955","1715","1557","740","888","383",
"전국","여자","45~49","기타","2020년","1633","119","82","270","67","179","291","236","88","136","165",
"전국","여자","50~54","합계","2020년","197482","9965","8370","21816","17224","25392","35028","31086","16036","19881","12684",
"전국","여자","50~54","본인의 직장 때문에","2020년","52394","2819","2582","6299","5091","7190","9126","7137","3419","4842","3889",
"전국","여자","50~54","본인의 학업 때문에","2020년","26","4","","1","6","","","","","15","",
"전국","여자","50~54","본인의 독립 생활을 위하여","2020년","72282","1769","1746","5283","4509","7651","12729","13782","8052","10167","6594",
"전국","여자","50~54","본인의 건강 때문에","2020년","3676","181","176","398","295","426","584","600","310","420","286",
"전국","여자","50~54","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","53012","4453","3354","8524","6085","8032","9383","6658","2864","2758","901",
"전국","여자","50~54","가족과 사별","2020년","14378","621","461","1134","1129","1885","2931","2660","1300","1509","748",
"전국","여자","50~54","기타","2020년","1714","118","51","177","109","208","275","249","91","170","266",
"전국","여자","55~59","합계","2020년","247316","10937","9040","24394","20371","30645","46153","40378","21923","28101","15374",
"전국","여자","55~59","본인의 직장 때문에","2020년","47726","2339","2054","5537","4662","6408","8783","7249","2938","4330","3426",
"전국","여자","55~59","본인의 학업 때문에","2020년","45","","7","5","","15","2","16","","","",
"전국","여자","55~59","본인의 독립 생활을 위하여","2020년","73769","1683","1409","4605","4331","6952","12367","13312","8808","12023","8279",
"전국","여자","55~59","본인의 건강 때문에","2020년","5426","248","174","542","377","692","920","873","456","753","391",
"전국","여자","55~59","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","85242","5325","4350","11222","8672","12329","16583","12376","5870","6877","1638",
"전국","여자","55~59","가족과 사별","2020년","32917","1156","975","2273","2237","4088","7206","6148","3697","3868","1269",
"전국","여자","55~59","기타","2020년","2191","186","71","210","92","161","292","404","154","250","371",
"전국","여자","60~64","합계","2020년","310184","10139","8828","25818","22327","37134","58910","52555","26700","45149","22624",
"전국","여자","60~64","본인의 직장 때문에","2020년","37302","1303","1273","3880","3389","4608","6599","5997","2670","4283","3300",
"전국","여자","60~64","본인의 학업 때문에","2020년","11","","","","11","","","","","","",
"전국","여자","60~64","본인의 독립 생활을 위하여","2020년","79793","1727","1370","4551","4257","7292","12964","13554","7582","15411","11085",
"전국","여자","60~64","본인의 건강 때문에","2020년","6430","239","156","528","551","837","1063","900","489","893","774",
"전국","여자","60~64","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","110581","4817","3891","11676","9465","15335","22170","18162","8585","13013","3467",
"전국","여자","60~64","가족과 사별","2020년","74527","1945","2084","4991","4537","8854","15838","13730","7297","11406","3845",
"전국","여자","60~64","기타","2020년","1540","108","54","192","117","208","276","212","77","143","153",
"전국","여자","65~69","합계","2020년","277787","7868","7392","18728","16384","30778","53147","48667","25141","40242","29440",
"전국","여자","65~69","본인의 직장 때문에","2020년","16963","674","574","1356","1139","2027","2959","2774","1263","2091","2106",
"전국","여자","65~69","본인의 학업 때문에","2020년","6","","6","","","","","","","","",
"전국","여자","65~69","본인의 독립 생활을 위하여","2020년","59383","1043","929","3467","2864","5077","9266","9712","5088","10241","11696",
"전국","여자","65~69","본인의 건강 때문에","2020년","5840","230","180","485","514","625","896","803","465","740","902",
