"행정구역별(시군구)","성별","연령","시점","1인가구","주택_계","주택_단독주택","주택_아파트","주택_연립주택","주택_다세대 주택","주택_비거주용건물내 주택","주택이외의 거처_계",
"세종특별자치시","계","25~29","2019 년","6073","5523","2038","3353","64","44","24","550",
"세종특별자치시","계","25~29","2020 년","6623","6041","2327","3567","73","43","31","582",
"세종특별자치시","계","25~29","2021 년","7282","6620","2138","4293","99","66","24","662",
"세종특별자치시","계","30~34","2015 년","2353","2089","524","1509","18","25","13","264",
"세종특별자치시","계","30~34","2016 년","2918","2548","658","1813","24","40","13","370",
"세종특별자치시","계","30~34","2017 년","3558","3196","731","2392","27","31","15","362",
"세종특별자치시","계","30~34","2018 년","4152","3805","747","2981","32","27","18","347",
"세종특별자치시","계","30~34","2019 년","4864","4495","754","3669","36","22","14","369",
"세종특별자치시","계","30~34","2020 년","5478","5062","874","4084","58","23","23","416",
"세종특별자치시","계","30~34","2021 년","6546","6016","1073","4807","67","45","24","530",
"세종특별자치시","계","35~39","2015 년","1752","1605","393","1168","18","13","13","147",
"세종특별자치시","계","35~39","2016 년","2204","2003","488","1460","21","23","11","201",
"세종특별자치시","계","35~39","2017 년","2816","2583","530","1985","19","30","19","233",
"세종특별자치시","계","35~39","2018 년","3365","3122","500","2561","21","25","15","243",
"세종특별자치시","계","35~39","2019 년","3734","3503","581","2851","28","30","13","231",
"세종특별자치시","계","35~39","2020 년","3855","3624","600","2954","31","28","11","231",
"세종특별자치시","계","35~39","2021 년","4251","3981","643","3249","37","33","19","270",
"세종특별자치시","계","40~44","2015 년","1630","1502","442","1002","21","20","17","128",
"세종특별자치시","계","40~44","2016 년","1889","1757","482","1228","13","21","13","132",
"세종특별자치시","계","40~44","2017 년","2183","2013","423","1553","10","18","9","170",
"세종특별자치시","계","40~44","2018 년","2544","2385","453","1873","20","28","11","159",
"세종특별자치시","계","40~44","2019 년","2889","2726","471","2197","22","24","12","163",
"세종특별자치시","계","40~44","2020 년","3072","2877","519","2307","20","20","11","195",
"세종특별자치시","계","40~44","2021 년","3556","3363","633","2658","33","26","13","193",
"세종특별자치시","계","45~49","2015 년","1480","1355","460","842","15","22","16","125",
"세종특별자치시","계","45~49","2016 년","1955","1806","613","1134","17","27","15","149",
"세종특별자치시","계","45~49","2017 년","2256","2076","590","1436","15","18","17","180",
"세종특별자치시","계","45~49","2018 년","2544","2380","607","1720","17","25","11","164",
"세종특별자치시","계","45~49","2019 년","2936","2735","629","2055","10","29","12","201",
"세종특별자치시","계","45~49","2020 년","3017","2841","633","2132","25","34","17","176",
"세종특별자치시","계","45~49","2021 년","3243","3060","644","2345","23","34","14","183",
"세종특별자치시","계","50~54","2015 년","1370","1249","492","697","15","25","20","121",
"세종특별자치시","계","50~54","2016 년","1643","1489","561","860","15","32","21","154",
"세종특별자치시","계","50~54","2017 년","1929","1780","571","1142","19","31","17","149",
"세종특별자치시","계","50~54","2018 년","2297","2151","599","1488","23","26","15","146",
"세종특별자치시","계","50~54","2019 년","2623","2453","686","1692","25","28","22","170",
"세종특별자치시","계","50~54","2020 년","2825","2648","695","1868","30","30","25","177",
"세종특별자치시","계","50~54","2021 년","3309","3128","784","2257","27","36","24","181",
"세종특별자치시","계","55~59","2015 년","1332","1237","518","642","25","33","19","95",
"세종특별자치시","계","55~59","2016 년","1606","1495","585","821","31","34","24","111",
"세종특별자치시","계","55~59","2017 년","1960","1831","651","1098","17","41","24","129",
"세종특별자치시","계","55~59","2018 년","2287","2136","689","1365","17","40","25","151",
"세종특별자치시","계","55~59","2019 년","2429","2294","692","1518","24","35","25","135",
"세종특별자치시","계","55~59","2020 년","2535","2400","752","1572","33","26","17","135",
"세종특별자치시","계","55~59","2021 년","2680","2533","729","1716","33","38","17","147",
"세종특별자치시","계","60~64","2015 년","913","856","403","393","19","21","20","57",
"세종특별자치시","계","60~64","2016 년","1225","1165","518","584","19","24","20","60",
"세종특별자치시","계","60~64","2017 년","1505","1410","509","821","33","29","18","95",
"세종특별자치시","계","60~64","2018 년","1828","1750","584","1094","28","29","15","78",
"세종특별자치시","계","60~64","2019 년","2148","2059","660","1320","20","37","22","89",
"세종특별자치시","계","60~64","2020 년","2321","2213","710","1418","21","44","20","108",
"세종특별자치시","계","60~64","2021 년","2763","2639","841","1697","31","49","21","124",
"세종특별자치시","계","65~69","2015 년","743","687","375","266","14","25","7","56",
"세종특별자치시","계","65~69","2016 년","908","863","419","396","18","18","12","45",
"세종특별자치시","계","65~69","2017 년","1097","1040","489","497","20","20","14","57",
"세종특별자치시","계","65~69","2018 년","1296","1236","502","683","20","21","10","60",
"세종특별자치시","계","65~69","2019 년","1449","1390","528","813","20","22","7","59",
"세종특별자치시","계","65~69","2020 년","1686","1614","575","973","21","29","16","72",
"세종특별자치시","계","65~69","2021 년","2065","1986","627","1269","33","36","21","79",
"세종특별자치시","계","70~74","2015 년","761","719","442","236","13","22","6","42",
"세종특별자치시","계","70~74","2016 년","800","766","449","270","15","26","6","34",
"세종특별자치시","계","70~74","2017 년","839","793","401","342","17","24","9","46",
"세종특별자치시","계","70~74","2018 년","969","920","408","460","17","23","12","49",
"세종특별자치시","계","70~74","2019 년","1141","1086","433","596","20","20","17","55",
"세종특별자치시","계","70~74","2020 년","1274","1212","479","678","22","23","10","62",
"세종특별자치시","계","70~74","2021 년","1410","1352","491","803","26","24","8","58",
"세종특별자치시","계","75~79","2015 년","809","776","524","211","13","18","10","33",
"세종특별자치시","계","75~79","2016 년","842","819","515","256","13","23","12","23",
"세종특별자치시","계","75~79","2017 년","974","922","558","315","15","26","8","52",
"세종특별자치시","계","75~79","2018 년","1037","983","552","371","17","29","14","54",
"세종특별자치시","계","75~79","2019 년","1089","1037","523","455","15","29","15","52",
"세종특별자치시","계","75~79","2020 년","1117","1073","513","510","14","25","11","44",
"세종특별자치시","계","75~79","2021 년","1132","1089","477","554","14","28","16","43",
"세종특별자치시","계","80~84","2015 년","611","583","395","159","14","11","X","28",
"세종특별자치시","계","80~84","2016 년","640","619","405","178","19","10","7","21",
"세종특별자치시","계","80~84","2017 년","694","658","444","184","14","11","5","36",
"세종특별자치시","계","80~84","2018 년","757","719","465","220","13","14","7","38",
"세종특별자치시","계","80~84","2019 년","834","799","467","286","15","19","12","35",
"세종특별자치시","계","80~84","2020 년","891","851","462","340","13","23","13","40",
"세종특별자치시","계","80~84","2021 년","989","941","494","402","10","26","9","48",
"세종특별자치시","계","85세 이상","2015 년","400","383","282","81","8","8","X","17",
"세종특별자치시","계","85세 이상","2016 년","412","389","278","96","7","7","X","23",
"세종특별자치시","계","85세 이상","2017 년","474","453","305","132","9","6","X","21",
"세종특별자치시","계","85세 이상","2018 년","485","463","308","138","8","8","X","22",
"세종특별자치시","계","85세 이상","2019 년","594","569","374","176","8","9","X","25",
"세종특별자치시","계","85세 이상","2020 년","672","648","397","225","10","13","X","24",
"세종특별자치시","계","85세 이상","2021 년","776","744","453","267","10","11","X","32",
"세종특별자치시","남자","합계","2015 년","11711","10836","6129","4317","113","163","114","875",
"세종특별자치시","남자","합계","2016 년","15083","13994","8127","5383","156","207","121","1089",
"세종특별자치시","남자","합계","2017 년","16733","15477","7956","7037","150","208","126","1256",
"세종특별자치시","남자","합계","2018 년","18967","17713","8265","8907","181","229","131","1254",
"세종특별자치시","남자","합계","2019 년","20572","19254","8233","10460","186","228","147","1318",
"세종특별자치시","남자","합계","2020 년","22724","21352","9613","11116","216","238","169","1372",
"세종특별자치시","남자","합계","2021 년","23696","22130","8546","12855","271","301","157","1566",
"세종특별자치시","남자","20세 미만","2015 년","321","321","298","16","X","X","6","X",
"세종특별자치시","남자","20세 미만","2016 년","439","438","412","21","X","X","X","X",
"세종특별자치시","남자","20세 미만","2017 년","444","436","404","29","X","X","X","8",
"세종특별자치시","남자","20세 미만","2018 년","447","443","409","28","X","X","6","X",
"세종특별자치시","남자","20세 미만","2019 년","384","382","348","27","X","X","6","X",
"세종특별자치시","남자","20세 미만","2020 년","669","668","631","31","X","X","5","X",
"세종특별자치시","남자","20세 미만","2021 년","336","335","294","35","X","X","6","X",
"세종특별자치시","남자","20~24","2015 년","2136","2099","1900","160","6","17","16","37",
"세종특별자치시","남자","20~24","2016 년","3051","3010","2773","194","16","12","15","41",
"세종특별자치시","남자","20~24","2017 년","2831","2783","2487","241","20","22","13","48",
"세종특별자치시","남자","20~24","2018 년","3000","2944","2620","248","23","27","26","56",
"세종특별자치시","남자","20~24","2019 년","2635","2578","2246","262","18","22","30","57",
"세종특별자치시","남자","20~24","2020 년","3297","3244","2846","320","14","27","37","53",
"세종특별자치시","남자","20~24","2021 년","2294","2244","1792","383","27","21","21","50",
"세종특별자치시","남자","25~29","2015 년","2008","1853","1215","584","16","27","11","155",
"세종특별자치시","남자","25~29","2016 년","2692","2482","1629","757","35","39","22","210",
"세종특별자치시","남자","25~29","2017 년","2919","2666","1604","977","25","41","19","253",
